post,label
Neighborhood signs asking medical staff not to go home and stay elsewhere in Spain.,Deception
I have a better idea: give people coronavirus economic relief and don't hold their hard-earned benefits hostage. ,Deception
Italian priest died refusing to use respirator as he sacrificed it to a younger person.,Deception
"Getz Pharma imported 1,000 covid test kits. Closed their factory for 5 days and randomly tested 1,000 out of which 7% were positive. These patients were asymptomatic.  ",Deception
Says BBC prematurely reported Ghislaine Maxwell moved to intensive care as coronavirus symptoms worsen.�,Deception
Photo shows Muslims in Tamil Nadu state of India are floating lockdown rules during Ramzan to offer night prayers.,Deception
“Italian Parliament Calls For The Arrest of Bill Gates”,Deception
"Corona patients have started appearing in public places on the streets of Pune 
The situation is dire, kindly please take care of yourself and your family
Stay safe ...
  ",Deception
Oklahoma 100% coronavirus test rate after Trump Tulsa rally.�,Deception
"Donald Trump ignored the experts, downplayed the threat COVID-19 posed, and failed to take the action necessary to contain it — and now in many states, COVID cases are on the rise again.

This president has failed to lead our nation. ",Deception
Facebook post that compares deaths in Italy during coronavirus pandemie with deaths during seasonal flu outbursts from 2014 to 2017. The post says that during 2014 seasonal flu outburst 375 000 people died in Italy and it was the real problem and coronavirus deaths compared to this aren't serious.,Deception
"Lot of news coming in of irregularities in treatment of  patients in several major hospitals across  . If you have experienced something unpleasant or are in a situation that calls for immediate attention, please feel free to reach out. ",Deception
"Ovid’ is Latin for a sheep. COVID starts with a C, which also means ‘see’ in ancient language. 19 was known as the “Number of Surrender” in ancient times.” It goes on to draw the conclusion, “COVID 19 = ‘See a Sheep Surrender",Deception
“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is ”,Deception
Government's roadmap to ease Covid-19 restrictions will be set out in 5 phases. These phases will be on 3 week review process.,Deception
"Meditate Your Way Through Covid 19 With Tracy Honeycomb 

 ",Deception
U.S. Senator Lindsey Graham says President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”,Deception
A photo of people lying in the street is accompanied by a caption implying they are coronavirus victims in China.,Deception
Italian doctors say coronavirus is bacteria.,Deception
We're LIVE talking about COVID-19 (a vaccine transmission) with . Join us and ask some questions of your own:  ,Deception
NEWS! Doctors warn loss of sense of taste caused by Coronavirus can result in people buying Nickelback albums  ,Deception
RT : In the absence of clarity and a rash of  the  pandemic has created a breeding ground for …,Deception
The atheist Italian doctor Julian Urban and his colleagues have converted to Christianity in the wake of the COVID-19 crisis.,Deception
" Police patrols are everywhere with steel forks, iron bars and guns... Is this the way to stopped outbreak No way...!  ",Deception
" When Wuhan issued lockdown, there were just one confirmed case in US. When Us banned flights from China. The number was 8 in China. Even if China were exporting virus, it's your gov. covering up the truth about the virus and infection cases. ",Deception
"Says N.Y. Gov. Andrew Cuomo rejected buying recommended 16,000 ventilators in 2015 for the pandemic, for a pandemic, established death panels and lotteries instead. So, he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.�",Deception
"Telangana is counted under 122% high Risk zone..In the entire Country Please ever never take things for granted . Wear face mask if you step out of your home,carry hand sanitizer where ever you go and use it time and again. Please don't accept or give any kind of things to other. Don't attend mass gathering, functions ,or any kind of parties. One small mistake invites covid 19 to your house.",Deception
Cat Purposely Caught Covid-19 In The Hope Of Killing Off Owner ,Deception
Irish Lads On Quarantined Coronavirus Cruise Having ‘Absolute Mad One’ ,Deception
Says The New York Times exposed the “real reason behind coronavirus hype: Crash the market to harm Trump’s re-election chances.”,Deception
Riding In The Time Of Coronavirus: How Single People Are Handling Things ,Deception
"“Ministry of AYUSH, Govt. of India suggested the use of  medicine  album-30 for its possible role in   ” said Dr. Anil Khurana, Director General,Central Council for Research in Homoeopathy
   ",Deception
"The remedy for the corona virus may have existed for a long time, 1934 Old malaria drug seems to work against coronavirus symptoms. Made in Holland",Deception
"Italy went against the WHO's law� against COVID-19 autopsies and discovered covid is not a virus, but a bacterium� that clots the blood and reduces the oxygen saturation.�",Deception
Garlic water can cure novel coronavirus.,Deception
A video of dozens of people praying outdoors shows Italians praying during the novel coronavirus pandemic.,Deception
 I can’t get over sitting 15-20 feet away from other people without a mask is a problem. Then again the CDC will tell you next week that covid is airborne up to a mile.,Deception
Israel has manufactured the coronavirus vaccine,Deception
Raissa Soares a doctor in Bahia was fired from a state hospital under orders from Rui Costa Bahia's state governor. She was dismissed becaused she favoured the use of hydroxychloroquine against COVID-19.,Deception
"Man on week-long social media break wonders why no one is at this awesome buffet

   ",Deception
"Another coronavirus figure on TIME 100 list. Shi Zhengli, aka ""Bat Woman,"" of the Wuhan Institute of Virology. 

",Deception
"COVID-19 is a man made virus according to the video ""Plandemic"".",Deception
Says the coronavirus has a 99.9% recovery rate� in Texas.,Deception
Muslims are spreading coronavirus by leaving money strewn on the streets.,Deception
As India detected more  cases in March-April 2020 fake misleading claims around the  rose. Most common were communal rumours followed by false guidelines/notifications per  analysis. ,Deception
   Let me be clear: Donald Trump knew about the threat the coronavirus posed and failed to act. It’s one of the most unjustifiable failures of presidential leadership in American history. ,Deception
Terminally Ill Patients Resentful They’re Not Dying From Covid-19     ,Deception
 Know another answer Vitamin D supplementation. Extensive clinical evidence that sufficient Vitamin D reduces severity of Covid-19. Hospital protocol for Covid-19 in France to immediately test for and treat Vit D deficiency. Chronic Vit D deficiency in Ireland – why no action,Deception
NEWS! Jeremy Corbyn demands government open talks with coronavirus  ,Deception
High death rate in Italy is due to people taking Ibuprofen.,Deception
As 69000+ new cases were reported India’s confirmed case tally rose to 28.3 lakh. Union Minister Gajendra Singh Shekhawat tested positive for coronavirus. 21+ officials who were involved in rescue operations of the Kerala plane crash have contracted coronavirus.  ,Deception
Barack Obama former President of the United States said that criminals shouldn't have rights.,Deception
 The virus was engineered and optimised for human transmission by humans. Their zoonotic cover story has been trashed. Having created a pandemic they want to put the blame for it on someone else. This woman's explanation is not entirely trustworthy. Follow the money.,Deception
Mosquitoes can transfer COVID-19 from person to person�,Deception
"Missing: Anti-Vaxxers

   ",Deception
The claim stated that India's top business conglomerate Tata Group Chairman Ratan Tata said it's not time to think of profits but to think of survival.,Deception
NEWS! Medical genius Donald Trump discovers that COVID-19 infection numbers go down when you don’t test for it  ,Deception
"Cruise lines now offer deluxe coronavirus upgrade over basic norovirus package
",Deception
Holding your breath for 10 seconds is a way to test for coronavirus.,Deception
"  or  NYC Millions will be infected by  and up to 200,000 will die in the U.S., the county's top infectious-disease expert Anthony Fauci warned Sunday, Bloomberg reports.  ",Deception
Comments section quarantined for outbreak of coronavirus-related racism   ,Deception
Indian State of Kerala Opposition leader writes to Chief Minister Pinarayi Vijayan to adopt methods to save only those with stronger immunity from COVID-19 infection.,Deception
"News18 report says 5,000 students taking COMEDK got COVID-19.",Deception
A nurse claims that Delhi govt has stopped funding for the hotel stay for doctors and nurses treating COVID-19.,Deception
Cuba sent 200.000 doctors across the world to help nations fighting against the COVID-19 pandemic.,Deception
Wearing a mask during physical activity causes hypercapnia syndrome.,Deception
US has developed miracle drug Remedesivir against COVID-19.,Deception
Michigan governor reopened Traverse City so she could have her daughter's open house.�,Deception
A picture with a quote attributed to the Nobel Prize Dénis Mukwege where he says that he was obliged to classify all the recent demises as Covid-19 related deaths.,Deception
Everyone arriving in Zimbabwe will now have to pay US$60 for a PCR test,Deception
" No, it's a reflection of this Covid bullshit that yes, there is a virus but no, it's not as deadly as people think and it's being blown out of proportion to shut everything down to blame the public for their own demise ... Age old Tory trick ...",Deception
COVID-19 hospital flooded in Bihar,Deception
Oxford coronavirus vaccine is safe and induces strong immune response early trial results suggest ,Deception
Drinking tea and hot water kills the virus; lemon slices in warm water may save your life; it's recommended to keep your money in a sealed plastic bag; a conspiracy theory suggests China is benefiting from the pandemic; vinegar is good for cleaning your hands.,Deception
French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.,Deception
"Vergiflu Now in 400 mg.

   
  ",Deception
"SUBHAN ALLAH: AFTER CORONA VIRUS CHINA GOVT LIFTED BAN ON HOLY QURAN & ALLOWED CHINESE MUSLIMS TO READ THEIR SACRED BOOK! ""SO WHICH OF THE FAVORS OF YOUR LORD WOULD YOU DENY""",Deception
"An inmate who was released from prison under COVID-19 ""humanitarian house arrests"" was arrested again in Campo Bom. Police officers found more than 100 kg of cocaine in his house and several guns.",Deception
18 states including US UK and Australia request PM Modi to head a task force to stop coronavirus.,Deception
_A post shared more than 160000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants digital tattoos� to check who has been tested and asks if it would be like holocaust victims have.�_,Deception
" This whole pandemic could be shut down for good in just 3 weeks if EVERYONE just used masks, social distanced, and avoided mass gathering!

Just 3 weeks and the virus would stop spreading.

Sadly there's just too many morons out there who don't get it for this to work!!!",Deception
"A viral text based image post claiming that 5,000 from Italy were infected by mobile phone covers, quoting the findings were from a research without specifying any details or name of the research. The post advises to abandon phone covers.",Deception
"President Barack Obama ""signed the medical appliance tax bill that forced companies to outsource manufacturing of masks gowns gloves and ventilaors [sic] to China Europe and Russia to avoid the tax.”",Deception
Trump sign Cares law which contains the name COVID19 before the epidemic happened.,Deception
G-7 countries have asked Modi to lead them in preventing coronavirus.,Deception
Northern Ireland was testing for COVID-19 at a rate 10 times that of Scotland reported on 9 May 2020.,Deception
"""Couldn’t they have called the coronavirus something else” asks local man named Covid-19
",Deception
Photos show part of Huoshenshan Hospital in Wuhan built in five days.,Deception
People in Wuhan are locked inside their houses by the Chinese government.,Deception
Suggests Trump urged sick people to get out and vote during COVID-19 pandemic,Deception
"Report: Outbreak of idiocy spreading 10,000 times faster than coronavirus    ",Deception
Coronavirus Continues to Mutate in People’s Minds       ,Deception
Japanese Nobel laureate Tasuku Honjo announced that coronavirus is man-made.,Deception
Christine Lagarde admits that something must be done about old people living for too long.,Deception
President Donald Trump announced commercialization of a vaccine.,Deception
A face mask exempt card� allows you to cite the ADA and not wear a mask.,Deception
Audio from WhatsApp in which the head of Cardiology at the Gregorio Marañón Hospital states that we are in a moment of uncontrolled coronavirus infection.,Deception
"To every military family in our country: thank you, thank you, thank you. ",Deception
The total number of deaths in Brazil have decreased during the COVID-19 pandemic.,Deception
Half a million of people are demanding investigation on Bill Gates charging him with crimes against humanity An investigation from the White House is on the way.,Deception
"""It's basically impossible to get any kind of compensation if you're injured"" by a COVID-19 vaccine.",Deception
Phase 3 means that if Mexico reaches phase 4 all the hospitals that are helping older people are going to let them die to give care to the young.,Deception
We will all come out stronger from this   . Just   ,Deception
Multiple Facebook posts shared hundreds of times claim that Bill Gates’ “ultimate goal” is to “microchip the [COVID-19] vaccine” to create “virtual IDs”. The posts also claim the billionaire philanthropist was in New Zealand in May and June 2020 “to test and trial the COVID-19 vaccine”.,Deception
“OSHA says masks don't work” to reduce COVID-19 transmission “and violate OSHA oxygen levels.”,Deception
Durango Police Make An Extremely Unusual Arrest       ,Deception
Looters Maintain Social Distancing While Creating Anarchy    ,Deception
Trump suggests donkey penises cure COVID-19   ,Deception
In a video seen or shared by millions of people doctors in white coats made a series of false or misleading claims on COVID-19. ,Deception
After Amit Shah tested COVID-19 positive some people took out his funeral.,Deception
"U. S. Army's ""Extermination protocol COVID-19 capsules"" for Italy were discovered",Deception
_Israeli scientists at the MIGAL Research Institute have developed a vaccine for COVID-19._,Deception
_A video purports to show a police officer being beaten has been viewed tens of thousands of times on Facebook and Twitter alongside a claim that the assault at a temple in India was sparked by the officer's attempt to enforce a nationwide novel coronavirus lockdown._,Deception
"Wearing off face masks is compulsory in China. Break the rule and you will be mercilessly treated before arrest, and they do not care if you are old or female!  Now you know why China is so effective in their lockdown and able to contain the  virus spread! ",Deception
"Due to COVID-19, Would-Be Robbers Have Trouble Distinguishing Themselves from Face Mask-Wearing Customers  ",Deception
"The World Health Organization (WHO) released a list of seven habits as ""the biggest brain-damaging habits.",Deception
Goats in Ajmer Rajasthan were found to be COVID-19 positive.,Deception
"How this person got Curfew pass..to wonder in PORSCHE Car..w/o mask.. During lockdown..! Is DMA 2005 stayed by ...High hand..!! If a common man violates ..Seize d vehicle.. Partially shows ""Dark face"" of administration..     ",Deception
A list of purported COVID-19 safety guidelines has been shared in multiple Facebook and Instagram posts that claim it was issued by the Indian Council of Medical Research (ICMR) India’s leading research group on the novel coronavirus.,Deception
Avoid ice-creams cold drinks and sweets for 90 days to prevent coronavirus.,Deception
An alleged audio of a Argentinian prisoner who claims that 1900 inmates will be released from the Devoto prison as of Monday.,Deception
"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.""",Deception
"Ellie Goulding says she doesn’t understand why coronavirus means F1 has to stop.

“Couldn’t the drivers just keep their helmets on the whole time” she said ",Deception
Trump Hails ‘Positive’ Talks With Covid-19 ,Deception
Police in New Orleans Confiscate A Stripper’s Pole They Say Was Infested With The C-19 Flu Virus  ,Deception
  Luckily sir for you people as for 95 % who suffer from covid the course is mild. You would heal even without taking anything. For those unlucky 5 % who actually suffer from severe covid and have ards it is catastrophic and no coronil will help for sure.,Deception
Lockdown in South Africa has collapsed. Guys are out on the streets looting shops because of no employment and no money to buy food even police cannot Control the crowds..,Deception
With 57118 new infections in the last 24 hours India’s COVID-19 tally stands at 1695988. India’s COVID-19 case fatality rate now stands at 2.18% which is lowest in the world said Union Health Minister Dr Harsh Vardhan.   ,Deception
Salaries/Pensions of government employees will be deducted.,Deception
"When the mosquitoes come out everyone,WEAR BUG SPRAY OUTSIDE.I might be wrong,but I personally think that if a mosquito sucks the blood of a person with  and then bites you,the virus could spread to you.Im not smart,but just do it to be safe.",Deception
In the second consecutive day India reports over 50000 new infections taking the overall confirmed case tally to 16.3 lakh. Directorate General of Civil Aviation extends the suspension of commercial international flights to India till 31 August.   ,Deception
President Uhuru Kenyatta of Kenya ordered credit reference bureaus to delist Kenyans who had defaulted on loans to protect Kenyans from the economic effects of COVID-19.,Deception
Nigerians are burning Chinese stores.�,Deception
Serbia has enough coronavirus tests.,Deception
You will get re-infected with COVID-19 if you eat sugar drink cold water or take a shower at night,Deception
Critics say it is wrong to use of PCR tests for to detect COVID-19 since in theory this is not specific to SARS-CoV-2. It is a non-specific test in which genetic material from any organism can be detected and can potentially misidentify another virus as COVID-19.,Deception
Houses of Worship in Accounting Crisis Over Relief Package      ,Deception
An alleged bot system on Twitter controlled by the right wing uncovered by mistake in Spain.,Deception
Fenugreek seed tape can cure COVID-19,Deception
Video of a doctor at a press conference who said,Deception
Florida hospital reports a coronavirus infestation with multiple confirmed patients.�,Deception
Maroole Online Forum website claiming that 14 of the 25 confirmed cases of COVID-19 announced on May 7 are Oromo political prisoners.,Deception
Jimmy Kimmel Says That Broadcasting His Show From His Home is Totally Depressing    ,Deception
"   China TV
“Expert” : “The US pushed out the vaccine so quickly, that only means they have been working on it way before the pandemic.”
Host: “So we can conclude that the US had this virus in their possession long ago

 ",Deception
In Hong Kong people destroyed a 5G pole because of coronavirus.,Deception
Poland stands up against compulsory vaccination.,Deception
Man feels eye pain exactly 45 seconds after reading it's a coronavirus symptom  ,Deception
A video shows man claiming to be of Tablighi Jamaat (a Muslim group) spitting on police when they were putting him into quarantine.,Deception
"The CDC said it made a mistake� and reduced its count of Florida COVID-19 cases from 90,000 to 11,000.",Deception
Weinstein To Be Streamed 24/7 While Suffering From Covid-19 To Boost Morale ,Deception
A post shared more than 160000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants “digital tattoos” to check who has been tested and asks if it would be “like holocaust victims have.”,Deception
Dr VK srinivas vice president Bharat biotech taking coronavirus vaccine clinical trial he is the first person in India to take vaccine developed by him and his team in Bharat biotech.,Deception
Says Dr. Anthony Fauci stands to lose 100 million dollars on Bill Gates vaccine for the coronavirus. Because he invested in this vaccine.�,Deception
During President Trump’s speech he pointed to a strong economy secure borders and his coronavirus response as reasons why Americans should re-elect him in November. We fact-checked him:  ,Deception
Billionaire Clive Palmer has taken out ads in major mastheads spruiking the benefits of hydroxychloroquine as a  treatment. And is Bill Gates trying to microchip us all (Spoiler alert he's not). All this in the latest issue of :  ,Deception
Claim that Fox news said that Trump tested positive for COVID-19.,Deception
"Publications that claim that a Brazilian deputy has uncovered ""the great farce of the sick and deceased of COVID-19"" when discovering an empty field hospital.",Deception
A video (already removed from YouTube) in which a woman named Pilar Baselga assures that the Carlos III Health Institute of Madrid has said in a report that the SARS-CoV-2 coronavirus pandemic has ended.,Deception
Man Doesn't Know Why He Bothers  ,Deception
With 56000+ new coronavirus cases reported India’s confirmed case count touches 19.6 lakh today. Pharmaceutical company Zydus Cadila starts Phase II of clinical trials today. Bihar records 3000 new cases for the first time in a single day.   ,Deception
" Today's official figures.

A recent BMJ review used a False Positive rate of 5%.

Public Health England came up with slightly under 2%.

A German study found false positive rates rose from 1.4% to 2.2%-7.6% when a Hcov was present (alpha and betacoronaviruses) ",Deception
A video that claims to feature one of the victims of the new coronavirus.,Deception
"""Inside the Fringe Japanese Religion That Claims It Can Cure Covid-19"". The New York Times.",Deception
The overall lethality of COVID-19 (infection fatality rate) is about 0.1% to 0.3% and thus in the range of a severe influenza; up to 60% of all persons may already have a certain cellular background immunity to the new coronavirus due to contact with previous coronaviruses (i.e. cold viruses); there is still little to no scientific evidence for the effectiveness of cloth face masks in healthy and asymptomatic individuals,Deception
Says Gov. Tony Evers removed the American flag from the Capitol building�,Deception
Beware Of A Donald Trump Vaccine   ,Deception
People defying stay-at-home order fill Arizona beaches.�,Deception
"Two interesting correlations:

1) Children tend to weather COVID-19 pretty well; they also get a ton of Vitamin D.

2) Black people are getting slammed by COVID-19; black people also have much higher instances of Vitamin D deficiency (76% vs 40% in the general population).",Deception
RT : Wisconsin is trending poorly on COVID-19 cases but Gov. Tony Evers’ stat isn’t quite right.,Deception
The World Bank documented the existence of COVID-19 test kits since 2017.,Deception
Did you see those Clive Palmer ads spruiking hydroxycholoroquine as a treatment for  in NewsCorp papers recently  runs the rule over the claims in the ad for  on  ,Deception
_The novel coronavirus was man-made.�_,Deception
"NEW: It’s not a ""class 4 felony"" to carry a firearm while wearing a face mask to prevent the spread of COVID-19 ",Deception
"Everyone knows that we're facing a real crisis from the coronavirus. But do you know how we got here and what we need to do next Ron Klain, former White House Ebola Response Coordinator, breaks it down for us: ",Deception
Claim: 20 countries with the most  cases ; equalling India’s population have 84X India’s reported cases ; 200X deaths: Lav Agarwal of health ministry Fact: True but hides the fact that these countries have also conducted 28X the tests India has ,Deception
Says Gov. Tony Evers is pushing firearm confiscation orders�,Deception
Several social media users claimed that there was a massive crowd at Bangalore’s KR Market on the occasion of Varamahalaxmi flouting social distancing norms. This claim is misleading. A 2019 video is being passed off as a recent one.   ,Deception
"As tuberculosis shaped modernism, so COVID-19 and our collective experience of staying inside for months on end will influence architecture’s near future,  writes. ",Deception
